,Unnamed: 0,lien_http,note,Nb_votes,Nb_carnets,Titre,Temps,Niveau,eco,nb_part,ingrédients
282,282,https://www.marmiton.org/recettes/recette_confiture-de-noel-aux-fruits-secs_15997.aspx,4.6,28.0,1300.0,Confiture de Noël aux fruits secs,1h25,facile,Coût moyen,6.0,"['1 citron', '2 oranges', '500 g de pomme', '1 kg de poire bien mûres', '100 g de pruneau dénoyautés', '100 g de datte', '200 g de figue sèches', ""200 g d'abricot secs"", '100 g de raisins secs', '150 g de cerneau de noix', ""150 g d'amandes"", '1 pincée de cannelle', '1 kg de sucre roux']"
283,283,https://www.marmiton.org/recettes/recette_gateau-pomme-cannelle-ambiance-noel_173989.aspx,2.5,4.0,756.0,"Gâteau pomme-cannelle, ambiance Noël",50 min,facile,bon marché,5.0,"['125 g de farine', '125 g de beurre', '200 g de sucre', '1/2 sachet de levure', '4 oeufs', '5 cuillères à soupe de lait', '1/2 tablette de chocolat blanc pâtissier', '1 pomme', '5 cuillères à soupe de cannelle en poudre']"
284,284,https://www.marmiton.org/recettes/recette_kit-pour-cookies-de-noel_383195.aspx,4.0,2.0,0.0,Kit pour cookies de Noël,5 min,très facile,bon marché,10.0,"['250 g de farine', '1 cuillère à café de bicarbonate', '1 cuillère à café de levure chimique', '100 pépites de chocolat', ""100 g de flocons d'avoine"", '100 g de sucre de canne']"
285,285,https://www.marmiton.org/recettes/recette_petits-sables-de-noel-au-citron_342841.aspx,4.7,14.0,1900.0,Petits sablés de Noël au citron,32 min,facile,bon marché,25.0,"['345 g de farine', '250 g de beurre mou', '150 g de sucre', '1 sachet de sucre vanillé', '1 oeuf', '1 pincée de sel', '1 citron non traité']"
286,286,https://www.marmiton.org/recettes/recette_pates-a-galette-de-sarrasin_19290.aspx,3.7,31.0,3300.0,Pâtes à galette de Sarrasin,40 min,facile,bon marché,4.0,"['125 g de farine de sarrasin', '125 g de farine de froment', '1 oeuf', '35 cl de lait', ""35 cl d'eau froide"", '50 g de beurre', 'Sel', ""2 cuillères à soupe d'huile"", '80 g de beurre demi-sel']"
287,287,https://www.marmiton.org/recettes/recette_salade-d-oranges-aux-epices-de-noel_85717.aspx,4.9,34.0,3000.0,Salade d'oranges aux épices de Noël,25 min,très facile,bon marché,6.0,"['8 oranges', ""50 cl d'eau"", '150 g de sucre', '1 gousse de vanille', '2 bâtons de cannelle', '2 clous de girofle', '2 étoiles de badiane', '3 baies roses']"
288,288,https://www.marmiton.org/recettes/recette_buche-aux-marrons-de-noel_22294.aspx,4.5,19.0,2000.0,Bûche aux marrons de Noël,1h20,facile,Coût moyen,6.0,"['3 oeufs', '60 g de sucre', '60 g de farine', '5.5 g de levure', '100 g de crème de marron (en boîte)', '30 g de beurre', '1 cuillère à soupe de rhum', ""1 jaune d'oeuf"", '40 g de sucre', '100 g de beurre', '50 g de chocolat fondant', '60 g de chocolat fondant', '1 cuillère à soupe de sucre glace']"
289,289,https://www.marmiton.org/recettes/recette_galette-des-rois-a-la-creme-frangipane_25062.aspx,4.4,49.0,5100.0,Galette des rois à la crème frangipane,1h05,facile,Coût moyen,6.0,"['600 g de pâte feuilletée ou 2 pâtes feuilletées toutes faites', ""200 g de poudre d'amandes"", '1 pincée de vanille en poudre', '100 g de sucre', '75 g de beurre mou', '2 oeufs', ""1 jaune d'oeuf"", '1 cuillère à soupe de lait']"
290,290,https://www.marmiton.org/recettes/recette_buche-de-noel-chocolat-marrons_42926.aspx,3.9,11.0,386.0,Bûche de Noël chocolat / marrons,1h05,Niveau moyen,Coût moyen,8.0,"[""1 jaune d'oeuf"", '40 g de sucre en morceaux', '1 goutte de vinaigre', '100 g de beurre', '150 g de chocolat', '1 boîte de crème de marron', '1 cuillère à soupe de rhum', '5 oeufs', '125 g de farine', '125 g de sucre']"
291,291,https://www.marmiton.org/recettes/recette_galette-des-rois-ananas-coco_55065.aspx,4.7,11.0,491.0,Galette des rois ananas coco,50 min,facile,Coût moyen,6.0,"['2 pâtes feuilletées prêtes à dérouler', '2 oeufs', '100 g de sucre', '100 g de noix de coco rapée', '50 g de beurre', ""1 boîte d'ananas en tranches (150 g égoutté minimum)"", ""2 jaunes d'oeuf battus (pour la dorure)""]"
292,292,https://www.marmiton.org/recettes/recette_bottes-de-noel-en-knacki_346279.aspx,5.0,1.0,668.0,Bottes de noël en knacki,15 min,très facile,bon marché,6.0,"['4 knackis', '80 g de fromage frais', 'brin de ciboulette']"
293,293,https://www.marmiton.org/recettes/recette_galette-de-pommes-de-terre-polonaise_14804.aspx,4.7,33.0,4600.0,Galette de pommes de terre polonaise,25 min,très facile,bon marché,2.0,"['3 pommes de terre farineuses', '1 grosse cuillère à soupe de farine', '1 oeuf', 'Poivre (pas trop)', 'Sel']"
294,294,https://www.marmiton.org/recettes/recette_soupe-de-fruits-d-hiver_195248.aspx,4.0,1.0,163.0,Salade de fruits d'hiver,20 min,facile,bon marché,4.0,"['2 poires', '3 kiwis', '2 bananes', '1 pomme', '2 fruits de la passion', '3 oranges']"
295,295,https://www.marmiton.org/recettes/recette_buche-de-noel-de-charquemont_313945.aspx,0.0,0.0,36.0,Bûche de Noël de Charquemont,1h20,Niveau moyen,bon marché,8.0,"['4 oeufs', '100 g de farine', '100 g de fécule de pomme de terre', '140 g de sucre', '1 sachet de levure', '125 g de beurre', '200 g de chocolat à patisserie', '140 g de sucre', '2 oeufs']"
296,296,https://www.marmiton.org/recettes/recette_galette-des-rois-au-chocolat-rapide_20336.aspx,4.3,20.0,2000.0,Galette des rois au chocolat rapide,30 min,très facile,bon marché,6.0,"['2 pâtes feuilletées', '300 g de chocolat coupé en morceaux', ""125 g de poudre d'amandes"", '10 cl de crème liquide', 'Beurre', ""1 jaune d'oeuf"", '1 fève']"
297,297,https://www.marmiton.org/recettes/recette_galette-des-rois-nutella-noisette_314072.aspx,4.5,6.0,745.0,Galette des rois Nutella/Noisette,40 min,facile,bon marché,6.0,"['220 g de nutella', '2 oeufs entiers', '120 g de noisettes en poudre', '2 pâtes feuilletées', ""Jaune d'oeuf et du lait pour la dorure""]"
298,298,https://www.marmiton.org/recettes/recette_petites-galettes-des-rois-poire-chocolat_17532.aspx,4.8,41.0,1400.0,Petites galettes des rois poire - chocolat,50 min,très facile,bon marché,6.0,"['500 g de pâte feuilletée', '50 g de farine', ""1 jaune d'oeuf"", '1 cuillère à soupe de lait', '4 fèves', '1 poire', '50 g de chocolat', '100 g de beurre ramolli', '150 g de noisettes en poudre', '150 g de sucre glace', '2 cuillères à café de sucre', '2 oeufs', ""1 cuillère à soupe d'alcool de poire""]"
299,299,https://www.marmiton.org/recettes/recette_galette-des-rois-franc-comtoise-rapide_26820.aspx,4.3,19.0,424.0,Galette des rois franc-comtoise rapide,55 min,très facile,bon marché,4.0,"['60 g de sucre en poudre', '150 g de farine', '3 oeufs', ""1/4 l d'eau"", ""3 cuillères à soupe de fleur d'oranger"", '1 petit pot de crème', '75 g de beurre', '1 cuillère à soupe de lait + 1 jaune d’oeuf (pour doré)']"
300,300,https://www.marmiton.org/recettes/recette_bonhomme-de-neige-entree-de-noel_64160.aspx,4.8,24.0,7200.0,Bonhomme de neige : entrée de Noël,40 min,facile,bon marché,6.0,"['6 oeufs de poule', '6 oeufs de caille', '1 bocal de céleri rave râpé', '1 bocal de carotte râpées', ""1 bocal d'asperge"", ""1 boîte de 400 g de macédoine de légumes ou 2 boîtes de 200 g de thon soit au naturel soit à l'huile selon les goûts ou 250 g de jambon coupé en dés ou 250 g de filet de poulet coupé en dés"", '2 cuillères à soupe de mayonnaise (light, aux oeufs ou au citron selon les goûts)', '1 cuillère à café de vinaigre', '1 cornichon aigre-doux', '6 câpres', '1 salade laitue', 'Persil plat', 'Fromage selon votre inspiration)']"
301,301,https://www.marmiton.org/recettes/recette_galette-des-rois-sans-beurre_222776.aspx,3.7,3.0,172.0,Galette des rois sans beurre,40 min,facile,bon marché,8.0,"[""200 g de poudre d'amandes"", '125 g de sucre', '2 oeufs + 1 œuf pour dorer', '20 cl de crème semi-épaisse (allégée ou non)', '2 pâtes feuilletés']"
302,302,https://www.marmiton.org/recettes/recette_galette-des-rois-aux-amandes_30937.aspx,0.0,0.0,46.0,Galette des rois aux amandes,1h05,Niveau moyen,Coût moyen,8.0,"['2 pâtes feuilletées', '100 g de sucre en poudre', ""100 g de poudre d'amandes"", ""3 oeufs + 1 blanc d'oeuf"", '1 cuillère à soupe de farine', '80 g de beurre', '80 g de sucre glace', '1 pincée de sel']"
303,303,https://www.marmiton.org/recettes/recette_galette-des-rois-facon-macaron_314188.aspx,0.0,0.0,115.0,Galette des rois façon macaron,1 h,facile,bon marché,6.0,"['2 rouleaux de pâte feuilletée', '100 g de sucre en poudre', ""100 g d'amandes"", '1 oeuf entier + 1 jaune pour souder les bords', '25 g de beurre', '1 cuillère à soupe de rhum', ""goutte d'amandes amère"", '1 fève', ""100 g d'amandes"", '100 g de sucre en poudre', ""2 blancs d'oeuf""]"
304,304,https://www.marmiton.org/recettes/recette_galette-de-goumeau-franche-comte_12999.aspx,4.7,6.0,278.0,Galette de goumeau (Franche-Comté),50 min,facile,bon marché,6.0,"['1 oeuf', '50 g de sucre', '6 cuillères à soupe de crème épaisse ou de peau de lait', '1 dl de lait', '1/2 cuillère à café de sel', '15 g de levure de bière', ""1 cuillère à soupe d'eau de fleur d'oranger"", '200 g de farine', '5 cuillères à soupe de crème fraîche épaisse', ""1 jaune d'oeuf"", '5 cuillères à soupe de sucre']"
305,305,https://www.marmiton.org/recettes/recette_galettes-de-ble-facon-wraps_323673.aspx,0.0,0.0,307.0,Galettes de blé façon wraps,45 min,facile,bon marché,6.0,"['6 galettes de blé', '3 filets de poulet', '1 paquet de chips goût barbecue', '2 oeufs', '6 tranches de cheddar', '6 tranches de mimolette', 'feuille de salade au choix', '10 cl de pomme -frites', ""1 filet d'huile de friture""]"
306,306,https://www.marmiton.org/recettes/recette_galette-des-rois-au-pommeau_334652.aspx,0.0,0.0,16.0,Galette des rois au pommeau,1h05,facile,bon marché,8.0,"['2 pâtes feuilletées', '2 pommes', '2 cuillères à soupe de pommeau', '30 g de cassonade', '20 g de beurre', ""1 jaune d'oeuf"", '25 cl de lait', '2 oeufs entiers', '60 g de sucre', '25 g de farine', '2 cuillères à soupe de pommeau']"
307,307,https://www.marmiton.org/recettes/recette_galettes-de-panais-au-parmesan_332323.aspx,5.0,2.0,262.0,Galettes de panais au parmesan,20 min,facile,bon marché,4.0,"['500 g de panais', '1 oignon rouge', '40 g de parmesan râpé', '3 oeufs', '1 pincée de sel', '1 pincée de poivre', ""1 filet d'huile d'olive""]"
308,308,https://www.marmiton.org/recettes/recette_petites-galettes-des-rois-poire-chocolat_17532.aspx,4.8,41.0,1400.0,Petites galettes des rois poire - chocolat,50 min,très facile,bon marché,6.0,"['500 g de pâte feuilletée', '50 g de farine', ""1 jaune d'oeuf"", '1 cuillère à soupe de lait', '4 fèves', '1 poire', '50 g de chocolat', '100 g de beurre ramolli', '150 g de noisettes en poudre', '150 g de sucre glace', '2 cuillères à café de sucre', '2 oeufs', ""1 cuillère à soupe d'alcool de poire""]"
309,309,https://www.marmiton.org/recettes/recette_cake-d-hiver_223336.aspx,5.0,2.0,182.0,Cake d'hiver aux fruits secs,1h15,facile,Coût moyen,6.0,"['100 g de beurre ramolli', '100 g de sucre blond ou roux', '2 oeufs (= 2 jaunes + 2 blancs)', '150 g de farine tamisée', '100 g de fruits secs (raisins, dattes, abricots...)', 'Noix', 'Amandes ou noisettes concassées', ""3 cuillères à soupe d'armagnac (le cognac va bien aussi)"", '1/2 sachet de levure alsacienne(facultatif)', '1/2 cuillère à café de cannelle', '1/2 cuillère à café de muscade', ""1 sel fin pour les blancs d'oeufs""]"
310,310,https://www.marmiton.org/recettes/recette_foyesse-appelee-aussi-galette-bressane_56024.aspx,4.5,2.0,81.0,Foyesse (appelée aussi Galette Bressane),4h45,facile,bon marché,3.0,"['1 kg de farine', '80 g de sucre', '20 g de sel', '40 g de levure de boulanger', '8 oeufs', '380 g de beurre fondu', '100 g de crème', '2 cuillères à soupe de crème fraîche', '30 g de sucre cristallisé', '30 g de praline ou pépites de chocolat (facultatif)']"
311,311,https://www.marmiton.org/recettes/recette_galettes-de-flocons-de-cereales_112739.aspx,4.5,2.0,250.0,Galettes de flocons de céréales,25 min,facile,Coût moyen,4.0,"['1 cuillère à soupe de riz', '1 cuillère à soupe de quinoa', ""1 cuillère à soupe de flocons d'avoine"", ""1 cuillère à soupe d'épeautre"", '1 cuillère à soupe de millet', '1 cuillère à café de graines de lin (facultatif)', '1 cuillère à café de sésame (facultatif)', '1 carotte', '1 échalote', '1 poignée de fromage râpé', '1 oeuf', 'Lait (vache, amande, soja, riz,...)', 'Poivre', 'Sel', 'épices ( herbes de province, curcuma, mélange 4 épices, curry,...)']"
312,312,https://www.marmiton.org/recettes/recette_nougat-noir-de-noel-de-jacqueline_32804.aspx,4.7,23.0,3100.0,Nougat Noir de Noël de Jacqueline,45 min,facile,Coût moyen,12.0,"[""1 kg d'amandes entières non épluchées (non mondées)"", '1 kg de miel de Lavande', '4 feuilles de hostie (25 cm x 30 cm)', ""4 barquettes de nougat que l'on veut obtenir)""]"
313,313,https://www.marmiton.org/recettes/recette_salade-de-fruits-hiver-chaude_224280.aspx,0.0,0.0,39.0,Salade de fruits d'hiver chaude,25 min,facile,bon marché,2.0,"['2 mangues', '4 clémentines', '2 bananes', '2 kiwis bien fermes', 'Sucre (en poudre, glace ou vanillé)']"
314,314,https://www.marmiton.org/recettes/recette_buche-de-noel-au-chocolat_343039.aspx,4.4,5.0,1200.0,Bûche de Noël au chocolat,45 min,facile,bon marché,4.0,"['4 oeufs', '140 g de sucre en poudre', '100 g de farine', '11 g de levure alsacienne', '250 g de chocolat en morceaux', '200 g de beurre', ""3 cuillères à soupe d'eau tiède""]"
315,315,https://www.marmiton.org/recettes/recette_galette-facon-pizza-sans-four_312695.aspx,5.0,1.0,100.0,Galette façon pizza - sans four,20 min,très facile,bon marché,4.0,"['4 pains libanais khabez ou équivalent (ils doivent être bien plats)', '1 boîte de tomates pelées entières ou concassées', '1 oignon', '2 champignons de Paris', '100 g de fromage râpé', '125 g de mozzarella (soit 1 boule)', '1 bûche de chèvre', ""1 poignée d'olives noires"", ""1 pincée d'origan"", ""3 cuillères à soupe d'huile d'olive"", 'Sel', 'Poivre', '2 tranches de jambon et plus selon vos goûts']"
316,316,https://www.marmiton.org/recettes/recette_galette-des-rois-poires-chocolat_343244.aspx,5.0,1.0,332.0,Galette des rois poires-chocolat,30 min,très facile,bon marché,6.0,"['2 pâtes feuilletées', '450 g de poire au sirop', '200 g de chocolat pâtissier', ""1 jaune d'oeuf""]"
317,317,https://www.marmiton.org/recettes/recette_yaourt-d-hiver-poire-kiwi-vanille_335043.aspx,2.0,1.0,24.0,Yaourt d'hiver poire - kiwi - vanille,8h25,facile,Coût moyen,8.0,"['1 l de lait entier', '2 pommes', '2 kiwis', '1 gousse de vanille', '1 sachet de sucre vanillé', ""1 cuillère à café d'arôme vanille"", '1 yaourt ou des ferments lactiques', '2 pots de yaourt de lait entier en poudre', '2 pots de yaourt de sucre en poudre']"
318,318,https://www.marmiton.org/recettes/recette_galette-des-rois-vegan_382438.aspx,0.0,0.0,0.0,Galette des rois frangipane vegan,50 min,facile,bon marché,6.0,"['2 pâtes feuilletées végétales', ""180 g de poudre d'amandes"", '100 g de sucre fin', '80 g de margarine', ""200 ml de purée d'amandes"", ""2 cuillères à soupe d'huile de tournesol"", '2 cuillères à soupe de fécule de maïs', '1 cuillère à café de rhum ambré', ""Arôme d'amande amère"", 'Lait végétal']"
319,319,https://www.marmiton.org/recettes/recette_galette-des-rois-au-companion_383713.aspx,0.0,0.0,0.0,Galette des rois au Companion,50 min,très facile,bon marché,4.0,"['2 pâtes feuilletées', ""190 g de poudre d'amandes"", '3 oeufs', '150 g de sucre en poudre', '15 cl de lait', '75 g de beurre', '1.5 cuillère à soupe de fécule de maïs', '1/2 cuillère à café de vanille en poudre', ""1/2 cuillère à soupe de liqueur d'amande"", '1/2 cuillère à soupe de rhum (ou kirsch)', ""1 jaune d'oeuf pour dorer""]"
320,320,https://www.marmiton.org/recettes/recette_galette-des-rois-au-pralin_43501.aspx,3.8,16.0,3400.0,Galette des rois au pralin,50 min,très facile,bon marché,6.0,"['2 pâtes feuilletées pur beurre (si possible)', ""75 g de poudre d'amandes"", '75 g de pralin', '125 g de beurre', ""1 jaune d'oeuf + un peu d'eau ou de lait"", '2 oeufs entier', '2 sachets de sucre vanillé', '125 g de sucre glace', 'Pomme', '1 fève']"
321,321,https://www.marmiton.org/recettes/recette_petits-sables-de-noel-au-citron_342841.aspx,4.7,14.0,1900.0,Petits sablés de Noël au citron,32 min,facile,bon marché,25.0,"['345 g de farine', '250 g de beurre mou', '150 g de sucre', '1 sachet de sucre vanillé', '1 oeuf', '1 pincée de sel', '1 citron non traité']"
322,322,https://www.marmiton.org/recettes/recette_biscuits-en-pain-d-epices-de-noel_54113.aspx,4.4,29.0,2400.0,Biscuits en pain d'épices de Noël,25 min,très facile,bon marché,10.0,"['125 g de sirop de sucre de canne', '75 g de sucre en poudre', '80 g de beurre', '250 g de farine', '1.5 cuillère à café de girofle en poudre, cannelle en poudre, gingembre en poudre, anis ou badiane', '1 oeuf', '1/2 cuillère à café de levure chimique']"
323,323,https://www.marmiton.org/recettes/recette_couques-de-noel-delicieux-biscuits-vanilles_44137.aspx,4.1,31.0,2400.0,Couques de Noël (délicieux biscuits vanillés),30 min,très facile,bon marché,40.0,"['150 g de beurre en morceaux durs', '250 g de farine (non fermentante)', '125 g de sucre', '1 paquet de sucre vanillé', ""3 jaunes d'oeuf"", '1 lait', 'Biscuit (les petites boules colorées sucrées sont mes favorites et donnent un très beau résultat!)']"
324,324,https://www.marmiton.org/recettes/recette_galettes-de-quinoa-au-persil_66776.aspx,3.9,13.0,646.0,Galettes de quinoa au persil,26 min,très facile,bon marché,4.0,"['2 tasses de quinoa', '1 oignon', '1 gros bouquet de persil', '1 oeuf', '2 cuillères à soupe de farine', 'Huile', 'Poivre', 'Sel']"
325,325,https://www.marmiton.org/recettes/recette_sables-de-noel-au-thermomix_392187.aspx,3.0,1.0,0.0,Sablés de Noël au Thermomix,25 min,facile,bon marché,6.0,"['250 g de farine', '100 g de beurre', '100 g de sucre roux', ""100 g de poudre d'amandes"", '1 oeuf entier', ""1 jaune d'oeuf"", '1 cuillère à café de levure', 'Cannelle', 'Muscade']"
326,326,https://www.marmiton.org/recettes/recette_patates-douces-farcies-vegetariennes-de-noel_349217.aspx,4.4,5.0,3200.0,Patates douces farcies végétariennes de Noël,1h46,facile,bon marché,4.0,"['2 patates douces ou 4 si elles sont petites', '70 g de noix', '70 g de tomme', 'Sel', 'Poivre', '10 marrons cuits', '4 champignons de Paris', ""2 gousses d'ail"", '4 cuillères à soupe de chapelure', '1 oignon', ""Huile d'olive"", '1 poireau', 'Sauge']"
